cell_id,dataset,donor_id,condition,cell_type,INS,IAPP,PDX1,MAFA,NKX6-1,SLC2A2,GABRA2,PPP1R1A,ADCYAP1,ENTPD3,HSPA5,XBP1,DDIT3,ATF4,HERPUD1,IL1R2,HLA-DRA,HLA-DPA1,GBP2,TNFRSF10A,NDUFA1,NDUFB5,SDHA,UQCRC1,COX4I1,ATP5F1A,GENE000,GENE001,GENE002,GENE003,GENE004,GENE005,GENE006,GENE007,GENE008,GENE009,GENE010,GENE011,GENE012,GENE013,GENE014,GENE015,GENE016,GENE017,GENE018,GENE019,GENE020,GENE021,GENE022,GENE023,GENE024,GENE025,GENE026,GENE027,GENE028,GENE029,GENE030,GENE031,GENE032,GENE033,GENE034,GENE035,GENE036,GENE037,GENE038,GENE039,GENE040,GENE041,GENE042,GENE043,GENE044,GENE045,GENE046,GENE047,GENE048,GENE049,GENE050,GENE051,GENE052,GENE053,GENE054,GENE055,GENE056,GENE057,GENE058,GENE059,GENE060,GENE061,GENE062,GENE063,GENE064,GENE065,GENE066,GENE067,GENE068,GENE069,GENE070,GENE071,GENE072,GENE073,GENE074,GENE075,GENE076,GENE077,GENE078,GENE079
ND_donor_06_cell_081,demo,ND_donor_06,ND,beta,14,19,14,21,15,14,16,18,23,12,5,4,2,2,2,2,9,5,2,5,2,7,6,5,1,7,1,0,2,5,1,2,0,6,2,1,1,2,2,1,1,3,2,1,1,1,2,6,1,1,1,2,4,1,3,4,2,0,0,2,2,2,3,1,1,1,0,4,0,0,1,1,4,5,0,7,2,2,1,3,0,2,3,1,5,5,2,2,0,2,1,0,3,1,3,2,1,5,1,1,0,2,1,2,2,2
ND_donor_06_cell_082,demo,ND_donor_06,ND,beta,11,10,20,8,16,19,17,15,11,16,6,4,4,2,2,4,3,3,3,3,7,9,5,3,3,4,0,0,4,2,4,2,5,0,2,0,1,2,0,2,0,2,3,3,5,3,1,0,2,2,3,1,4,2,4,1,1,1,1,3,2,5,2,5,2,2,2,0,2,0,1,1,0,3,1,3,2,3,1,7,2,4,0,0,0,1,0,0,3,2,3,1,4,2,2,5,1,1,3,2,1,2,3,4,1,2
ND_donor_06_cell_083,demo,ND_donor_06,ND,beta,14,16,16,12,11,11,14,11,14,9,8,5,4,7,2,5,1,2,4,1,8,9,7,4,7,3,0,3,2,0,1,1,3,1,5,0,3,2,1,2,4,0,2,1,2,2,2,1,2,1,1,1,1,0,1,0,4,3,1,3,3,3,2,1,5,5,1,2,4,0,0,4,1,2,4,2,1,0,1,1,3,0,5,0,2,3,1,1,3,1,2,1,2,1,3,0,1,3,0,1,1,1,3,2,2,3
ND_donor_06_cell_084,demo,ND_donor_06,ND,beta,42,46,58,49,46,46,34,43,49,44,0,1,1,1,1,1,1,1,1,0,6,12,5,12,12,4,1,0,1,3,3,3,2,1,4,2,0,1,6,1,0,0,1,2,2,1,0,6,2,1,1,3,1,0,1,0,1,1,2,1,2,1,0,2,2,5,0,1,2,4,1,5,2,1,1,3,1,0,3,0,2,2,2,0,0,0,3,4,1,0,5,3,2,1,3,0,2,2,4,1,3,1,2,3,4,1
ND_donor_06_cell_085,demo,ND_donor_06,ND,beta,35,23,27,22,38,25,39,28,28,30,1,0,2,6,2,1,2,0,2,0,1,2,6,4,5,5,0,3,0,4,1,1,1,2,1,2,0,0,5,1,1,3,0,1,4,2,1,4,3,1,1,3,0,3,0,1,3,2,0,0,5,1,2,1,1,1,2,0,3,4,1,6,3,0,3,2,3,2,0,2,0,2,1,0,5,2,0,1,0,5,2,1,0,3,3,0,2,4,2,5,2,1,0,1,0,0
ND_donor_06_cell_086,demo,ND_donor_06,ND,beta,40,30,43,36,44,49,39,34,36,43,0,2,0,0,0,1,1,2,1,0,12,8,6,4,10,5,2,3,1,1,4,1,2,1,3,6,2,5,3,3,1,3,0,3,5,2,4,2,5,4,1,1,0,4,2,1,2,6,1,2,2,4,2,0,1,1,1,4,2,4,2,3,1,1,2,1,2,1,1,2,1,1,2,1,1,3,2,2,0,4,1,3,0,1,1,2,3,2,1,0,5,1,2,3,1,1
ND_donor_06_cell_087,demo,ND_donor_06,ND,beta,39,30,37,37,41,43,39,25,38,40,1,1,2,2,1,4,2,2,1,1,7,12,5,9,6,10,4,6,1,1,2,1,1,2,1,5,1,7,0,1,1,1,0,0,1,3,4,0,5,0,0,1,1,3,2,5,4,1,1,0,1,1,0,2,3,4,1,1,1,1,1,3,3,1,3,0,1,4,0,1,3,3,5,7,1,1,7,3,4,0,0,2,6,0,0,0,2,2,1,2,3,2,1,3,1,0
ND_donor_06_cell_088,demo,ND_donor_06,ND,beta,14,16,8,8,10,10,8,12,8,9,2,3,5,5,4,8,1,2,3,4,2,4,4,5,4,10,3,1,4,0,5,3,2,4,3,2,1,1,0,0,1,0,3,0,0,1,2,4,1,3,3,1,4,0,1,1,1,0,1,3,2,2,1,5,1,1,1,0,0,2,1,2,4,2,4,3,2,4,3,0,2,1,1,2,1,0,1,1,6,3,3,2,3,0,2,1,1,4,5,0,3,0,0,1,1,2
ND_donor_06_cell_089,demo,ND_donor_06,ND,beta,30,33,30,27,27,20,33,31,36,32,2,3,0,2,0,4,0,2,2,0,5,7,9,3,4,6,3,2,1,3,2,0,1,1,3,0,0,2,1,2,1,0,4,1,3,4,2,3,2,2,3,5,4,2,2,0,1,2,3,2,0,6,3,0,2,3,0,0,0,1,0,1,1,2,0,6,4,5,3,2,0,2,4,0,4,2,2,0,0,2,2,1,1,2,2,2,3,0,2,2,1,3,3,1,1,0
ND_donor_06_cell_090,demo,ND_donor_06,ND,beta,34,34,37,34,29,39,45,38,35,42,3,0,1,1,0,2,1,1,0,3,9,6,7,9,11,5,1,0,4,4,2,3,0,0,3,1,0,1,1,0,1,0,2,3,0,0,4,0,1,5,3,3,2,1,1,0,3,1,2,3,3,0,3,6,2,1,3,1,0,2,0,0,1,5,1,1,2,1,0,3,2,0,1,3,4,5,3,1,2,0,2,6,3,2,1,3,2,0,4,0,2,0,0,2,2,2
ND_donor_06_cell_091,demo,ND_donor_06,ND,beta,7,15,11,9,10,16,8,13,9,9,7,7,6,4,3,6,3,7,4,4,4,3,4,3,11,3,1,2,4,3,1,4,0,1,1,2,0,3,6,6,6,1,2,1,4,0,2,0,0,3,2,1,4,2,1,1,2,1,0,1,1,0,2,0,1,1,2,2,2,1,4,1,4,0,0,2,1,0,1,3,1,3,1,3,1,3,2,1,3,0,1,0,1,5,0,1,1,3,1,0,1,3,1,5,3,3
ND_donor_06_cell_092,demo,ND_donor_06,ND,beta,30,25,29,18,22,29,23,11,26,27,2,2,1,3,1,1,0,1,1,3,3,2,4,5,7,3,4,1,4,2,1,5,2,0,3,1,0,4,1,2,6,2,1,4,1,0,1,1,0,2,1,0,1,0,0,5,1,6,0,1,1,0,2,0,1,3,1,0,1,2,2,0,0,2,1,2,2,1,4,1,1,0,2,3,3,3,3,0,1,7,3,2,3,0,3,4,2,3,0,0,3,5,2,2,7,2
ND_donor_06_cell_093,demo,ND_donor_06,ND,beta,42,34,39,36,27,38,38,28,27,34,1,0,2,0,0,5,2,2,1,2,7,9,9,5,7,5,1,5,3,2,1,2,2,1,1,1,4,3,6,1,0,2,2,2,0,3,3,3,3,1,4,0,0,7,1,1,0,2,4,0,3,3,2,3,1,5,1,0,0,2,2,2,0,4,1,4,4,1,2,3,1,2,1,3,1,3,0,3,1,1,5,3,2,2,2,2,2,2,1,1,0,0,2,0,2,5
ND_donor_06_cell_094,demo,ND_donor_06,ND,beta,20,17,25,24,23,20,25,22,28,18,1,1,1,4,2,6,0,1,4,2,9,7,6,5,6,7,2,0,3,0,0,3,0,0,1,0,2,4,0,2,1,0,1,1,1,2,4,2,4,2,3,2,1,1,3,3,4,0,0,4,1,3,1,2,2,2,4,0,2,1,1,2,1,3,2,2,1,0,1,0,1,2,1,2,1,3,1,1,1,1,2,7,2,3,5,5,0,1,0,1,3,4,0,2,4,1
ND_donor_06_cell_095,demo,ND_donor_06,ND,beta,34,33,42,44,36,29,37,35,29,35,0,1,1,1,0,1,2,0,0,1,6,12,10,9,13,8,1,0,0,1,3,1,1,3,0,1,4,2,3,5,1,1,0,2,2,0,3,1,3,3,2,2,0,0,0,0,1,2,3,2,2,2,0,2,2,2,1,0,2,0,1,1,4,0,1,1,4,2,0,4,2,1,1,3,0,0,2,0,3,1,1,4,3,0,1,0,1,0,3,1,2,0,4,3,2,2
ND_donor_06_cell_096,demo,ND_donor_06,ND,beta,31,17,29,30,19,22,22,31,29,20,1,5,2,2,2,2,0,0,2,1,5,8,8,2,5,4,0,3,4,0,2,6,1,2,0,3,0,1,3,1,3,5,1,1,2,2,1,4,0,3,2,0,2,1,3,3,1,1,3,1,1,0,1,1,3,2,4,3,4,1,4,1,2,3,2,2,2,1,1,0,1,4,1,1,1,1,0,1,1,1,0,1,0,0,0,3,3,2,3,0,2,3,5,1,0,1
ND_donor_06_cell_097,demo,ND_donor_06,ND,beta,33,32,28,33,34,40,48,35,42,36,0,1,1,0,1,0,0,0,1,1,7,9,7,5,13,12,1,0,0,0,0,1,2,5,1,2,4,0,4,1,2,1,3,1,0,0,2,2,4,4,0,3,1,1,1,1,0,3,3,3,1,1,1,2,2,3,0,0,2,1,2,0,2,2,0,4,4,0,3,3,1,0,4,5,0,2,2,2,2,2,5,0,2,3,0,2,7,4,1,2,2,0,1,3,3,0
ND_donor_06_cell_098,demo,ND_donor_06,ND,beta,31,39,28,37,32,26,43,33,25,36,1,0,0,2,0,2,0,1,2,0,5,8,10,7,5,7,1,0,0,0,4,2,0,1,1,1,1,0,1,5,0,0,0,2,0,2,2,3,0,1,2,1,3,1,4,0,4,1,1,0,3,0,1,0,0,2,3,7,0,0,0,1,2,2,4,2,4,1,2,5,1,0,0,4,0,4,0,3,2,9,1,2,1,2,0,0,1,0,0,2,3,3,4,1,3,2
ND_donor_06_cell_099,demo,ND_donor_06,ND,beta,29,25,20,27,23,30,18,19,20,22,2,1,1,2,2,3,1,2,3,1,6,2,8,9,12,4,4,1,1,1,3,0,1,3,2,4,2,2,3,3,1,2,2,0,3,4,5,5,6,0,1,1,0,0,2,4,2,1,1,0,1,3,4,1,0,0,1,0,2,2,1,3,1,2,1,3,0,1,4,7,5,1,4,2,1,5,2,1,0,2,0,0,1,2,3,0,2,1,2,1,3,1,2,1,1,2
ND_donor_06_cell_100,demo,ND_donor_06,ND,beta,15,12,17,22,16,14,18,10,11,13,3,7,0,5,2,0,6,3,8,2,7,9,7,2,7,4,1,2,1,0,4,0,0,2,1,6,2,1,0,3,3,1,1,0,3,4,1,1,4,0,0,2,2,0,3,1,0,0,3,2,3,1,5,0,1,4,0,1,0,0,1,1,0,2,2,2,1,0,6,1,1,2,1,1,2,0,2,1,0,5,1,1,3,1,2,2,1,3,1,3,2,3,1,2,1,1
ND_donor_06_cell_101,demo,ND_donor_06,ND,beta,53,58,57,60,58,63,60,74,56,57,0,0,0,0,1,1,0,1,0,2,8,7,6,11,8,11,1,2,0,3,1,1,0,3,2,1,2,4,3,2,1,1,0,1,4,5,1,2,0,1,1,0,1,5,3,0,3,3,4,1,3,0,1,1,6,0,2,3,1,3,1,1,1,2,2,0,3,2,0,1,0,1,1,2,0,0,2,0,0,2,0,0,1,1,0,2,0,4,4,1,2,0,3,3,2,1
ND_donor_06_cell_102,demo,ND_donor_06,ND,beta,12,17,16,12,23,25,23,19,23,16,2,3,3,3,3,5,1,4,2,4,7,7,2,14,8,4,1,0,1,0,1,5,0,1,3,1,3,3,0,2,2,0,2,2,0,0,2,0,1,1,0,1,1,3,0,2,0,1,1,2,0,0,0,1,1,2,2,1,5,2,1,0,1,2,3,0,2,0,1,0,2,0,4,1,1,0,1,5,2,2,1,1,5,2,1,0,0,3,3,2,1,0,1,0,0,0
ND_donor_06_cell_103,demo,ND_donor_06,ND,beta,13,10,12,11,27,16,12,26,18,16,4,5,2,3,0,1,1,2,3,0,7,3,7,4,11,8,1,1,0,3,4,0,5,1,1,0,0,0,1,0,2,0,0,3,0,1,4,1,3,3,0,1,1,4,1,2,0,4,3,5,0,1,6,2,3,3,2,1,0,0,2,0,5,3,5,3,1,0,1,2,4,4,1,2,0,5,3,1,2,4,1,1,3,1,1,5,4,0,1,2,1,0,0,2,5,2
ND_donor_06_cell_104,demo,ND_donor_06,ND,beta,26,32,27,24,25,37,26,43,23,36,3,1,3,3,1,4,0,2,1,3,1,8,7,8,5,5,4,0,4,2,3,1,1,3,2,0,1,3,2,1,0,2,1,3,3,1,5,3,1,3,0,0,2,4,1,1,2,0,1,3,0,1,1,0,3,4,5,3,1,1,1,1,0,2,1,2,2,4,0,2,2,1,0,3,2,3,0,0,0,1,0,1,2,1,1,1,2,0,0,1,4,1,0,0,1,1
ND_donor_06_cell_105,demo,ND_donor_06,ND,beta,17,16,25,24,9,15,22,26,22,20,4,1,1,1,1,4,4,4,3,7,3,12,6,5,8,4,0,1,2,1,3,3,3,4,1,4,1,2,2,0,3,5,5,1,4,2,2,0,1,0,3,0,0,2,3,2,1,1,2,2,3,0,1,2,1,3,2,3,2,0,2,2,2,2,1,4,3,1,3,2,2,2,0,2,2,1,2,2,0,1,4,0,1,5,4,1,0,2,2,0,1,3,2,2,0,3
ND_donor_06_cell_106,demo,ND_donor_06,ND,beta,35,46,43,31,35,35,37,38,48,38,0,2,1,1,5,0,3,2,0,0,3,4,2,5,6,9,1,3,0,1,1,0,1,4,1,4,3,3,0,0,0,2,1,1,0,1,3,1,3,0,2,2,2,3,1,1,4,0,0,4,0,1,1,1,2,4,0,1,4,2,1,0,1,1,3,3,4,4,3,3,0,1,2,3,0,0,0,3,1,0,1,0,1,2,0,1,0,1,2,5,2,3,3,1,1,1
ND_donor_06_cell_107,demo,ND_donor_06,ND,beta,21,25,20,19,20,31,20,15,21,21,1,1,1,1,0,1,1,1,3,4,6,4,11,11,6,6,1,0,2,2,0,1,3,1,2,1,2,3,0,1,0,1,4,2,3,3,2,3,1,4,2,1,2,4,2,0,5,2,2,2,2,1,1,2,2,2,2,2,0,2,1,1,4,5,2,1,0,0,2,2,1,0,1,0,0,1,2,4,2,1,1,1,0,3,0,1,1,3,0,0,4,1,3,2,4,0
ND_donor_06_cell_108,demo,ND_donor_06,ND,beta,7,20,20,16,21,23,22,13,21,16,4,4,3,3,1,2,3,1,5,2,2,4,8,6,6,5,3,0,2,3,2,2,1,1,3,1,1,2,1,0,1,2,2,2,2,4,1,1,0,1,1,1,3,4,0,4,1,4,0,1,2,1,1,4,3,5,0,0,0,3,4,0,2,1,3,0,6,1,3,1,3,0,1,1,2,0,0,5,2,3,1,4,0,0,5,1,1,0,0,0,2,1,2,1,0,3
ND_donor_06_cell_109,demo,ND_donor_06,ND,beta,20,13,15,7,17,12,8,18,16,12,1,5,4,5,4,5,6,5,4,4,7,8,5,3,5,6,1,0,2,4,2,3,3,2,0,0,1,1,1,2,1,3,1,4,1,1,0,0,0,1,3,2,0,2,2,4,4,0,3,0,1,1,2,4,2,4,0,3,4,0,0,1,1,2,1,0,3,1,0,3,2,4,2,6,1,1,1,1,4,0,2,2,2,6,2,2,0,2,2,1,0,2,1,1,3,4
ND_donor_06_cell_110,demo,ND_donor_06,ND,beta,62,63,62,66,55,53,58,70,65,73,0,0,1,1,2,0,1,0,0,0,6,9,12,9,4,12,3,1,1,2,0,6,2,2,1,1,7,0,1,0,0,3,2,1,2,4,0,3,0,1,1,1,1,3,0,3,1,0,1,1,0,0,0,2,1,4,4,0,1,1,2,3,0,1,3,2,2,1,6,0,2,0,3,1,2,1,2,1,0,1,4,5,1,0,1,2,8,0,2,2,2,1,1,1,1,1
ND_donor_06_cell_111,demo,ND_donor_06,ND,beta,27,38,41,41,40,35,34,40,37,40,4,1,3,2,4,1,1,2,0,1,6,8,4,9,10,7,1,1,1,0,0,1,2,0,0,2,1,2,1,2,2,4,1,1,3,2,1,0,2,1,2,3,1,1,2,1,1,1,0,0,5,4,3,5,2,2,1,1,1,1,3,0,2,2,4,1,1,2,3,0,0,1,0,1,0,4,2,1,2,1,1,3,2,4,4,1,1,0,2,2,3,3,0,2,0,1
ND_donor_06_cell_112,demo,ND_donor_06,ND,beta,15,12,16,17,25,18,19,24,10,18,6,2,2,6,3,3,4,5,10,4,8,6,3,9,8,10,1,1,0,2,2,3,1,1,4,0,5,2,5,0,2,1,5,1,2,4,3,0,0,0,1,1,1,2,0,0,0,1,6,2,3,0,3,7,1,3,5,2,0,1,0,3,4,3,0,1,1,4,4,3,5,0,1,0,2,4,1,0,1,1,2,2,1,0,0,4,1,2,1,5,1,3,0,3,0,1
ND_donor_06_cell_113,demo,ND_donor_06,ND,beta,8,28,19,10,16,16,11,21,18,19,1,5,2,4,3,1,6,2,3,3,6,5,7,5,7,4,2,3,0,1,2,1,0,2,2,1,7,0,0,1,1,0,0,0,3,2,0,0,3,1,2,3,5,1,1,2,1,8,0,3,2,2,4,2,4,4,5,1,2,3,0,0,2,0,3,3,1,7,2,2,0,2,5,0,1,2,1,1,1,3,1,3,2,0,0,0,2,3,2,1,0,1,0,1,2,0
ND_donor_06_cell_114,demo,ND_donor_06,ND,beta,34,25,20,31,30,36,26,24,31,33,1,5,2,1,3,0,5,1,0,3,5,3,11,3,4,6,5,0,2,2,1,1,2,0,2,3,1,4,2,0,3,0,1,5,1,3,2,2,2,6,7,3,1,1,0,2,2,2,1,3,0,4,1,6,4,2,0,4,3,2,3,0,2,2,3,0,0,6,2,2,1,3,2,0,2,0,2,3,6,2,2,0,3,2,5,1,3,2,0,3,1,3,1,4,2,5
ND_donor_06_cell_115,demo,ND_donor_06,ND,beta,32,36,23,25,30,49,36,29,34,35,0,0,1,0,2,2,2,2,0,0,5,7,6,6,6,4,1,1,3,0,3,1,3,2,1,1,1,1,2,2,0,4,1,2,2,0,2,0,2,1,0,0,3,1,0,1,5,0,1,0,1,4,1,0,0,1,1,1,3,4,2,2,0,3,1,2,1,3,1,0,1,2,2,2,1,0,5,0,2,1,3,1,5,4,2,0,2,0,5,2,1,1,4,2,0,1
ND_donor_06_cell_116,demo,ND_donor_06,ND,beta,33,36,26,26,36,36,30,25,35,27,1,1,1,1,3,1,3,2,2,0,7,4,7,7,7,7,5,2,1,2,2,1,2,0,2,3,0,3,1,3,2,3,1,2,3,1,0,2,1,1,2,2,1,1,0,1,1,1,0,1,1,0,0,1,2,2,1,5,1,2,1,4,0,0,3,1,1,0,3,2,1,0,4,2,1,1,0,0,1,0,0,2,1,0,3,2,3,1,1,2,1,2,3,1,1,4
ND_donor_06_cell_117,demo,ND_donor_06,ND,beta,6,8,7,9,13,9,12,9,9,5,10,6,8,12,9,7,13,1,9,9,5,8,6,2,5,4,1,0,0,3,2,2,7,3,3,0,1,5,1,3,4,0,0,0,5,1,0,0,2,1,0,4,3,1,1,1,1,1,3,3,1,2,3,0,1,0,4,3,2,2,2,1,1,3,4,1,1,0,1,2,1,3,0,4,2,1,0,0,1,1,2,0,1,3,1,0,3,0,2,1,0,3,0,2,1,1
ND_donor_06_cell_118,demo,ND_donor_06,ND,beta,37,27,30,39,38,35,36,38,36,25,2,3,1,0,1,2,2,0,0,3,7,4,9,1,5,5,3,1,2,0,0,1,3,3,1,2,3,2,3,1,4,2,1,3,3,1,4,0,1,1,0,1,2,2,0,4,0,4,2,0,0,2,2,0,0,0,0,3,2,0,2,2,3,1,2,1,3,4,1,4,0,2,0,4,4,3,0,4,1,3,2,0,3,0,0,1,3,1,2,0,4,1,0,0,1,2
ND_donor_06_cell_119,demo,ND_donor_06,ND,beta,34,20,31,21,19,20,21,24,33,23,3,5,1,2,3,4,5,1,1,3,2,4,4,2,6,5,2,3,0,0,0,3,3,0,2,2,0,1,1,1,0,3,2,1,0,2,2,1,3,0,3,3,0,0,1,0,0,0,1,3,3,2,1,0,1,4,0,0,2,0,0,2,2,2,1,1,2,2,2,1,2,1,0,1,1,2,1,0,1,2,3,3,2,3,0,2,0,2,0,0,4,3,0,1,1,1
T2D_donor_01_cell_000,demo,T2D_donor_01,T2D,beta,14,20,11,10,16,16,15,11,14,14,2,5,4,5,6,2,8,2,4,5,2,6,8,2,6,6,2,1,2,0,2,3,1,3,1,0,1,5,1,3,5,0,4,1,2,4,1,0,2,1,0,4,2,2,0,3,1,4,1,2,2,0,1,1,6,2,6,1,0,1,0,0,1,0,2,3,0,3,3,2,1,4,0,0,0,6,2,1,1,0,0,1,1,2,5,2,2,3,0,2,2,0,0,1,3,0
T2D_donor_01_cell_001,demo,T2D_donor_01,T2D,beta,10,9,11,14,12,9,9,8,7,9,5,5,1,3,3,6,5,5,7,2,4,3,7,2,2,6,1,2,1,2,0,3,3,2,1,2,0,2,0,2,1,2,1,1,4,1,1,0,3,0,1,2,1,2,0,1,1,3,1,3,0,1,1,6,2,0,3,4,1,4,5,4,0,0,2,2,8,1,2,0,1,0,0,6,3,0,2,4,0,2,4,1,1,1,1,1,2,1,3,2,1,4,0,1,1,2
T2D_donor_01_cell_002,demo,T2D_donor_01,T2D,beta,3,6,9,15,6,10,5,7,7,3,10,8,8,10,13,7,11,13,12,7,4,6,4,3,2,3,1,1,0,1,1,4,0,0,3,1,6,1,3,3,2,1,4,2,3,2,3,3,0,1,2,4,1,2,2,5,3,5,0,1,0,4,3,0,1,1,0,6,4,3,3,1,0,1,5,1,4,0,0,1,4,2,1,2,2,4,1,4,2,0,3,1,4,3,2,7,0,1,0,5,3,1,0,7,2,1
T2D_donor_01_cell_003,demo,T2D_donor_01,T2D,beta,16,16,23,14,12,16,17,21,18,15,3,3,5,4,2,5,4,4,7,3,1,6,3,7,5,7,5,1,1,3,1,0,6,1,2,2,3,3,1,1,1,0,2,0,3,1,2,0,1,3,2,2,1,0,2,0,1,5,4,2,1,0,4,1,1,1,0,6,1,3,3,2,4,0,0,1,0,3,2,1,0,1,2,1,1,1,3,1,2,3,1,7,1,2,4,2,1,1,2,0,1,1,2,2,0,2
T2D_donor_01_cell_004,demo,T2D_donor_01,T2D,beta,16,10,13,15,9,9,11,10,7,6,3,6,6,5,12,4,13,4,5,7,10,5,5,1,4,5,0,3,0,0,1,2,2,2,1,3,2,2,2,1,2,1,0,0,4,4,4,2,6,1,1,0,1,3,2,1,0,3,0,0,1,1,1,4,1,3,0,0,1,0,2,1,3,1,4,0,1,0,0,3,1,0,1,1,1,2,1,2,0,2,1,1,1,3,1,1,1,2,3,0,1,0,0,1,1,3
T2D_donor_01_cell_005,demo,T2D_donor_01,T2D,beta,10,19,10,8,19,13,16,16,11,21,3,3,4,4,3,0,1,5,3,2,10,8,3,8,10,6,1,2,1,2,1,8,0,1,1,3,3,1,0,0,0,3,3,3,3,2,2,0,0,1,0,2,0,1,2,1,3,3,0,0,2,3,0,3,1,3,2,5,2,1,3,0,0,1,2,4,3,5,5,1,1,0,1,1,3,1,1,1,3,7,2,3,0,2,0,1,1,1,2,1,0,1,4,2,9,1
T2D_donor_01_cell_006,demo,T2D_donor_01,T2D,beta,11,9,7,7,9,10,11,14,8,5,6,8,6,9,5,2,2,11,6,2,2,2,3,6,6,5,0,0,3,1,1,3,1,4,2,3,1,0,0,0,2,0,4,2,0,1,4,1,1,1,2,2,2,1,1,1,1,0,3,2,0,2,1,2,2,1,0,3,2,2,2,1,0,1,1,1,0,4,4,2,1,0,4,0,0,0,2,1,0,4,0,1,0,1,0,0,0,3,2,2,1,1,1,1,2,2
T2D_donor_01_cell_007,demo,T2D_donor_01,T2D,beta,14,12,14,13,18,7,19,11,19,9,5,6,6,3,5,7,5,3,6,6,1,7,4,5,5,6,3,2,3,1,6,5,1,3,1,1,3,1,1,1,1,5,0,3,0,2,3,2,1,1,1,5,0,5,0,3,1,5,0,4,1,2,4,2,2,1,2,1,4,3,1,2,2,1,2,1,2,1,2,1,4,1,2,1,0,2,3,4,0,0,0,1,1,2,2,0,2,3,1,2,2,3,3,1,2,1
T2D_donor_01_cell_008,demo,T2D_donor_01,T2D,beta,6,2,1,1,4,7,1,2,0,2,23,18,16,17,16,19,35,23,20,23,3,3,1,2,3,4,0,2,3,0,3,0,2,2,3,0,1,2,1,2,0,0,0,2,0,3,0,0,1,0,2,3,1,0,4,2,2,3,0,1,2,1,3,0,2,3,3,1,5,0,0,3,2,4,0,0,2,7,1,3,1,0,0,2,6,4,3,1,1,1,2,3,3,4,4,0,2,1,2,4,0,1,2,0,3,0
T2D_donor_01_cell_009,demo,T2D_donor_01,T2D,beta,12,11,15,12,14,19,17,14,15,24,1,0,6,6,4,4,1,1,3,2,9,2,5,9,5,4,3,7,3,4,3,1,0,2,1,0,2,1,4,0,3,0,2,2,4,1,0,1,0,1,3,4,0,3,1,1,4,2,0,2,1,0,3,2,2,0,1,3,0,3,4,1,5,2,2,2,5,0,5,1,1,4,0,0,2,1,2,2,3,2,1,3,0,1,1,1,1,1,1,2,2,2,0,0,2,2
T2D_donor_01_cell_010,demo,T2D_donor_01,T2D,beta,7,6,8,14,7,8,12,10,8,11,10,7,5,8,5,4,11,10,9,8,2,5,8,6,6,2,4,1,2,4,1,1,2,1,1,2,1,1,0,2,2,5,1,4,1,2,0,0,6,2,0,3,2,0,3,1,2,1,0,3,1,0,0,3,2,0,1,1,2,1,3,1,2,1,0,2,2,1,2,1,4,3,0,0,0,1,3,3,0,3,1,1,2,4,3,0,4,3,3,0,2,2,3,0,3,1
T2D_donor_01_cell_011,demo,T2D_donor_01,T2D,beta,17,13,10,7,9,11,14,11,11,13,5,5,7,5,3,5,11,2,11,5,4,4,8,4,6,5,2,2,0,1,1,3,2,0,0,2,2,1,1,0,1,0,0,0,1,2,2,0,0,5,3,1,3,0,1,0,2,1,0,6,1,3,0,2,0,0,1,3,0,4,4,0,1,2,3,3,1,3,2,0,3,0,1,2,3,6,1,2,1,1,0,3,2,2,0,1,1,2,3,0,1,3,3,1,1,2
T2D_donor_01_cell_012,demo,T2D_donor_01,T2D,beta,5,9,3,4,8,2,2,2,5,7,15,10,12,21,15,18,15,20,14,10,9,4,3,3,1,1,0,1,4,2,2,0,0,1,1,0,0,5,2,0,0,4,0,1,1,1,5,1,2,1,0,3,2,0,2,3,2,1,0,1,0,3,4,1,2,3,1,0,1,1,1,1,0,1,0,1,0,3,2,3,0,0,3,2,0,1,2,3,0,1,2,2,1,1,3,1,0,0,0,1,0,2,4,4,1,4
T2D_donor_01_cell_013,demo,T2D_donor_01,T2D,beta,13,12,14,15,9,10,13,8,17,12,6,5,4,4,3,3,6,5,3,1,4,8,6,3,3,4,4,1,1,1,2,1,1,2,1,0,2,4,2,2,2,1,2,1,3,1,4,5,1,1,2,2,3,2,0,1,1,2,3,1,0,2,2,1,1,3,3,3,2,1,3,1,0,0,3,0,4,0,1,5,0,2,2,1,6,2,1,3,2,2,2,3,2,0,0,3,3,1,1,2,3,3,1,1,0,0
T2D_donor_01_cell_014,demo,T2D_donor_01,T2D,beta,4,9,5,4,2,3,3,2,4,3,12,11,18,20,14,19,9,9,14,11,5,3,4,5,3,5,0,2,1,0,1,1,0,3,1,1,5,2,2,2,1,6,0,0,2,0,3,0,3,2,2,1,2,3,0,4,0,0,2,4,2,0,2,1,3,2,1,1,1,0,2,2,1,3,2,0,0,6,4,0,0,2,4,4,0,2,2,2,0,3,0,4,3,1,3,0,1,3,2,1,1,0,2,3,2,2
T2D_donor_01_cell_015,demo,T2D_donor_01,T2D,beta,3,0,5,7,5,7,3,5,5,7,11,6,21,14,7,13,9,14,12,6,4,5,7,2,6,7,2,1,3,2,4,1,1,5,1,2,3,0,0,2,3,6,2,5,1,1,1,2,2,1,0,2,0,2,3,3,1,3,1,0,0,1,4,6,1,5,0,1,1,3,1,1,1,2,0,0,5,2,2,0,4,3,3,3,0,0,3,6,2,3,2,2,5,0,3,1,0,2,1,3,2,0,5,4,0,1
